,StartDate,EndDate,Status,IPAddress,country,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,consent,workerID,automatrix_check,yourjob,yourskills,yourskills_26_TEXT,pagetime_First Click,pagetime_Last Click,pagetime_Page Submit,pagetime_Click Count,stability1_1,stability2_1,stability3_1,control1_1,control2_1,control3_1,needagency1_1,needagency2_1,needagency3_1,needpower1_1,needpower2_1,needpower3_1,vashlamc_size,vashlamc_values,genattitude1,genattitude2,genattitude3,genattitude4,genattitude5,purchaseintent1,purchaseintent2,purchaseintent3,WTP,WTP_pct,probe_whatabout,probe_susp1,probe_susp2,probe_susp3,finish,ResponseID,result,Group,X55,X56,X57
511,4/18/19 20:15,4/18/19 20:23,0,"117,221,139,181",United States,100,465,1,4/18/19 20:23,R_3JLfEdsQA86y6i3,NA,1.135E+16,"77,733,306,884,765,600",anonymous,EN,6,A1T1FK3P2N408U,Drawing automatrix program,sales and drawing,191115,NA,0,0,16189,0,6,6,7,7,6,7,6,6,7,6,7,7,1,1,13,13,12,12,13,15,15,15,70,25,this study is very good one.,very interesting and usual one.,good one,bicycle model is very good,good  job,R_3JLfEdsQA86y6i3,-5,2,NA
512,4/18/19 20:14,4/18/19 20:23,0,99.189.237.34,United States,100,496,1,4/18/19 20:23,R_1QDShJInvffrvyQ,NA,3.79575E+17,"-12,197,499,847,412,100,000",anonymous,EN,6,A2Z0QYF1UKBHOU,calculates the probability of a job being automated by 2022,leasing specilaist,4.69E+20,NA,0,0,15021,0,5,5,5,4,3,6,5,6,4,6,4,4,1,2,12,12,12,12,12,14,15,14,500,23,perception and security,the automation percentage for my job was rather high,It was too high.,"Yes, it looked great and had desirable features.",I received feedback about my job that was not true.,R_1QDShJInvffrvyQ,-5,5,NA
513,4/18/19 20:19,4/18/19 20:24,0,172.3.149.50,India,100,320,1,4/18/19 20:24,R_voQCr7L8t1Hew6d,NA,2.66598E+17,"-8,024,289,703,369,140,000",anonymous,EN,6,AK1Y09TWU3IQ6,selects skills that need to be updated by2022,automation,1.24568E+13,NA,0,0,15.11,0,5,5,5,7,7,7,7,1,7,1,1,1,1,2,13,13,13,13,11,16,16,16,500,23,i am not sure,no,it did,ok,I understand it is not true,R_voQCr7L8t1Hew6d,-5,5,NA
514,4/18/19 20:18,4/18/19 20:26,0,"73,247,140,237",United States,100,483,1,4/18/19 20:26,R_2Xn5jrI6mkigsOn,NA,4.22991E+16,"-8,963,449,859,619,140,000",anonymous,EN,6,AJQGWGESKQT4Y,it uses a program to calculate the likelihood that a specific job will be automated by the year 2020.,maintenance manager,1.23E+32,NA,0,0,15009,0,4,4,4,6,6,6,6,6,6,5,5,4,2,1,12,12,12,12,12,15,15,15,160,23,People's willingness to try new technologies after receiving negative information about technology.,I thought my percentage for likelihood for job automation seemed high.,It seemed high.,It made sense and the bike looked and sounded nice.,I understand that the feedback I received regarding my job was not true.,R_2Xn5jrI6mkigsOn,-5,5,NA
515,4/18/19 20:16,4/18/19 20:27,0,"23,123,130,236",India,100,619,1,4/18/19 20:27,R_8GkDnaYiifi2Qk9,NA,2.9594E+13,"-952,218,017,578,125",anonymous,EN,6,A1VPQJR2V850OM,Calculates the chance of a job being automated by 2022.,Retail sales,71516,NA,0,0,15845,0,1,1,1,5,5,5,6,7,7,2,4,4,3,3,12,12,12,12,12,11,12,11,200,23,I'm not sure.,The two questions about Vashla before the information of the bike was weird because I had no idea what it was about.,The results for my job seemed inaccurate.,Yes.,I understand that during this study I received feedback about my job that was not true.,R_8GkDnaYiifi2Qk9,-5,7,NA
516,4/18/19 20:18,4/18/19 20:27,0,157.51.120.36,United States,100,525,1,4/18/19 20:27,R_2OJRzh2O7lfkol2,NA,1.135E+16,"77,733,306,884,765,600",anonymous,EN,6,AFI00BM3GZMF0,Job consultancy,IT Admin,8,NA,0,0,15.01,0,6,5,5,5,5,6,6,6,5,5,5,6,2,3,11,11,12,12,11,15,14,15,1000,21,I think Data collect,this study is interesting,i dont know. but very easy,Vashla Bicycles is very good product,thanks for provide the study,R_2OJRzh2O7lfkol2,-5,2,NA
517,4/18/19 20:21,4/18/19 20:27,0,157.46.26.91,United States,100,329,1,4/18/19 20:27,R_3JruRPUp3xyW2wA,NA,1.11E+16,"77,350,006,103,515,600",anonymous,EN,6,A2RPSSZR3RP51Z,programming,system admin,1.12,NA,0,0,15008,0,7,6,7,7,7,7,7,7,7,6,7,7,1,2,13,13,13,12,13,15,16,16,500,25,good,good,"yes,good",any one model,good,R_3JruRPUp3xyW2wA,-5,5,NA
518,4/18/19 20:17,4/18/19 20:27,0,173.29.5.206,United States,100,631,1,4/18/19 20:27,R_2DZXxdFbmXzayJ3,NA,4.15516E+16,"-9,050,170,135,498,040,000",anonymous,EN,6,A19F75QCU199K8,It calculates the probability that a job will be automated using current technology by 2022.,Network Administrator,22,NA,0,0,15008,0,7,7,7,5,5,5,4,5,5,5,5,5,2,1,12,12,12,12,12,15,15,15,1200,23,I think you are trying to understand how people view a bike product offering.,I thought the study was clearly worded and enjoyable. I did not see anything unusual.,The reading did make sense to you. My work requires logic that would be very hard to automate. In my opinion it would be one of the last professions to be automated fully.,"The brand and product seems to be very aggressive, innovative and confident. I like products that push the boundaries and it feels like the company and product do just that.",I understand that the feedback I received about my job was not true.,R_2DZXxdFbmXzayJ3,-5,4,NA
519,4/18/19 20:20,4/18/19 20:28,0,"66,215,182,151",United States,100,468,1,4/18/19 20:28,R_3gNqrF6aLBGMsud,NA,3.39388E+17,"-1,174,160,003,662,100,000",anonymous,EN,6,A89R5XGMHOTJE,McKinsey's AUTOMATRIX program calculates the possibility that a person's job can be automated by 2022. The person would input information regarding their work and the program is supposed to calculate the results.,assistant,7.81114E+11,NA,0.766,0.766,16134,1,6,7,6,5,5,5,5,6,6,5,4,4,1,2,12,12,12,12,12,14,14,14,500,22,I think this study was about how people view the future with automation and advanced technologies.,"No, I thought the whole thing was quite interesting!",It did make sense and I found it to be quite interesting.,I feel like it's something that could definitely happen in the near future so it does make sense to me overall.,I understand that during this study the information I received about my job is not true!,R_3gNqrF6aLBGMsud,-5,1,NA
520,4/18/19 20:20,4/18/19 20:28,0,192.30.158.1,United States,100,518,1,4/18/19 20:28,R_cNFH0wPygkfd8tP,NA,4.23207E+17,"-840,334,014,892,578,000",anonymous,EN,6,A1GV0UZU0T2ORS,Uses an algorithm to figure out the likelihood that a person's job will be automated by 2022.,Sales and Claims Specialist,1.47E+27,NA,0,0,15008,0,6,6,6,6,6,5,6,6,6,6,5,6,1,2,9,9,9,9,9,12,12,12,500,21,How we eval a product?,That last section had me answer 2 of the same questions like 4-5 times each. Just kept being the same Q.,"Made sense... probably a little more likely that some aspects of my job could be automated, but have a job that really couldn't be completed automated for many years at least.","Made sense, just didn't find the bike very attractive.",The feedback was not true about my job.,R_cNFH0wPygkfd8tP,-5,1,NA
521,4/18/19 20:19,4/18/19 20:29,0,"67,197,109,137",United States,100,558,1,4/18/19 20:29,R_3l1SM1ays4enr9v,NA,3.49672E+16,"-81,049,102,783,203,100",anonymous,EN,6,A3DT085TCZLLMH,Calculates the possibility that a persons job will be automated.,Data Entry,1.8,NA,0,0,15089,0,2,2,2,6,2,7,7,7,2,6,2,4,3,3,13,13,13,13,13,15,15,15,200,22,Bikes?,"No, it was interesting","It is eye opening, yes.","Yes, sounded beneficial.",I have understood that during this study I received feedback about my job that was not true,R_3l1SM1ays4enr9v,-5,6,NA
522,4/18/19 20:17,4/18/19 20:29,0,"74,194,232,152",United States,100,748,1,4/18/19 20:29,R_2xS4itt4tbLU00X,NA,3.36547E+16,"-9,715,830,230,712,890,000",anonymous,EN,6,A1USNZ71QSH5WE,it uses an algorithm to compare your skills in the job and see if a robot will be able to do it faster better cheaper than you,freelancer,1.36811E+11,NA,0,0,15007,0,6,2,2,5,4,6,7,6,5,7,4,6,3,1,11,12,12,13,10,15,15,16,2500,24,how one chooses what they want in life and where to work,nothing it was an okay survey for mturk,it did make sense they are already replacing humans with robots at some places,it made sense seemed to be like a nice high-end bike to buy,I understand that it wasn't true about my job,R_2xS4itt4tbLU00X,-5,7,NA
523,4/18/19 20:17,4/18/19 20:29,0,68.202.175.23,United States,100,734,1,4/18/19 20:29,R_3fis8AyPn7xLgT3,NA,2.90058E+15,"-8,218,280,029,296,870",anonymous,EN,6,A3SQUOKCOG3F9Z,It's a program that calculates the probability of someone's job being mostly automated by the year 2022 by technology.,Pharmacy Technician,1.24E+20,NA,0,0,15.13,0,2,1,2,2,3,2,6,4,2,4,3,4,3,1,11,13,13,12,12,12,14,14,300,23,I think this survey was about macroeconomics.,"Nothing seemed unusual, I think seeing the probability of my job being automated substantially is interesting,","I think it's off by five to ten years. I don't think it makes sense by asking broad questions being able to come up with a good probability. I also feel that I could blanket term and use the term that a ""substantial"" amount of someone's job will be automated instead of saying fully automated which is the most important aspect.",I think it was interesting and it made sense.,I understand the feedback about my job is not true.,R_3fis8AyPn7xLgT3,-5,6,NA
524,4/18/19 20:17,4/18/19 20:30,0,157.51.166.44,United States,100,734,1,4/18/19 20:30,R_XYeVIMtzwCzEn5v,NA,1.30843E+17,"80,280,487,060,546,800",anonymous,EN,6,A1YPURDYFLQ7TM,Automatic collection of data and probability of data personally by 2022,Design engineer,32024,NA,11387,11387,15019,1,2,5,5,6,5,2,2,6,5,5,4,3,3,2,12,10,13,11,13,15,14,15,200,25,I don't know exactly,Technological survey i think,I don't know,Great technology,nil,R_XYeVIMtzwCzEn5v,-5,2,NA
525,4/18/19 20:18,4/18/19 20:30,0,75.132.2.141,United States,100,728,1,4/18/19 20:30,R_3KDSciTaPC3Mma1,NA,3.84539E+17,"-903,280,029,296,875",anonymous,EN,6,A2T9V6X67J42W6,Calculates the likeliness a persons job will be automated by 2022,Scientist,1.24E+22,NA,10.15,10.15,16039,1,5,5,5,5,4,3,3,6,7,6,6,6,1,2,10,9,9,9,9,12,12,12,500,20,"How job security affects purchasing behaviors. If most people are worried their job is insecure, how will they respond to an ad or something they enjoy.","The style of bicycles. The automatrix does not seem to be real, although there are real job replacement studies, I have seen my industry and it is not likely to be replaced by a robot.",8% chance of being replaced. I thought it actually might have been accurate. It made sense to me.,"Didnt like the model. I go for simple features, durability, comfort, and weight.",I understand the feedback about my job was not true.,R_3KDSciTaPC3Mma1,-5,1,NA
526,4/18/19 20:15,4/18/19 20:30,0,67.242.39.239,India,100,904,1,4/18/19 20:30,R_W1E5KlUP0runG1P,NA,4.293E+15,"-7,656,259,918,212,890,000",anonymous,EN,6,A314XJY8V1YL12,It has you enter your job skills and then computes whether or not the skills could be automated and performed by a machine.,lab manager,1.35E+28,NA,0,0,15.01,0,5,5,3,7,6,6,6,7,7,7,6,7,2,1,12,12,13,13,12,16,16,15,850,23,To see how we feel about the prospects of automating our jobs and work places?,"No, I didn't noticed anything unusual.","It made sense, but I think it was wrong. As a lab manager in a molecular biology lab, automation could do maybe as much as 30% of my job, but there's no way it could be 92% automated. AI has a long way to go before it could accurately interpret the type of data I work with and plan the follow up experiments and projects.","It made sense, I really like the anti theft feature. I've had two expensive bikes stolen in the last 5 years.","I have understood that the feedback about my job is not true.(thank goodness!)""",R_W1E5KlUP0runG1P,-5,8,NA
527,4/18/19 20:23,4/18/19 20:31,0,"71,195,126,113",Brazil,100,476,1,4/18/19 20:31,R_2P5zzBIi8YS9VKe,NA,3.68579E+17,"-1,197,655,029,296,870",anonymous,EN,6,A03172343NB8PHOPICC1,It helps automate the process of the consulting and services that Mckinsey provides.,Analyst,1.25E+27,NA,0.845,11864,15543,5,1,2,2,6,6,6,6,6,6,6,6,6,2,1,10,11,9,10,10,14,13,14,100,21,Testing people's opinions about a certain product that they are looking at.,No.,I think it was really good information and I think that it is really important to understand these facts. Robots will take over jobs in the future. That is a fact and it is something many people need to wrap their heads around.,It made complete sense to me and I think the bicycle model will be very successful for them in the future.,"I understand that during this study, I received feedback that was not true.",R_2P5zzBIi8YS9VKe,-5,7,NA
528,4/18/19 20:22,4/18/19 20:31,0,99.100.238.66,United States,100,556,1,4/18/19 20:31,R_24pF0r1mJNqeWQo,NA,4.26413E+15,"-830,503,997,802,734,000",anonymous,EN,6,A33VGSEEJ44ORMF,It predicts the probability of jobs being automated by using mathematical computations.,cartographer,1.11121E+16,NA,0,0,15009,0,3,3,2,5,4,5,3,6,6,6,6,4,3,3,12,12,12,12,12,15,15,15,400,22,I really dont know other than how we feel about our jobs be automated and our like  of new cool bike?,no,I thought it was plausible and yes it made sense,I thought it was a very cool new bike with cool features. Yes it made sense,I do understand that the information I received was made up and not true.,R_24pF0r1mJNqeWQo,-5,7,NA
529,4/18/19 20:25,4/18/19 20:32,0,120.29.117.115,United States,100,409,1,4/18/19 20:32,R_2VjsLrEHS0v2G3i,NA,1.46808E+17,"12,102,508,544,921,800",anonymous,EN,6,A1WE7JOOWZSMHF,It can determine the likelihood of the success of a job description being automated in the future,Administrative Assistant,7.89121E+12,NA,0,0,16039,0,6,6,7,6,5,5,5,6,6,2,4,4,3,3,13,13,13,13,13,16,16,16,500,24,I think it was about seeing how tech affects our lives,none,Yes it made sense. I think it's terrifying that we could be in danger of losing our jobs to robots and computers!,Yes it did. I thought that bike was awesome,I understood this study and I know that the feedback about the job was untrue,R_2VjsLrEHS0v2G3i,-5,2,NA
530,4/18/19 20:23,4/18/19 20:32,0,"69,147,208,206",United States,100,536,1,4/18/19 20:32,R_2AQqU9mIJ4565xE,NA,4.57821E+14,"-9,238,919,830,322,260,000",anonymous,EN,6,A3AV8KOZW78IEW,it tells people if there job will become automated within the upcoming future.,server,711161921,NA,0,0,15009,0,7,7,7,7,7,7,7,7,7,7,1,4,2,1,9,9,9,9,9,13,13,13,500,21,I have no idea.,No.,Yes it did.,Yes it made sense to me.,I understand the feedback I received was not true.,R_2AQqU9mIJ4565xE,-5,4,NA
531,4/18/19 20:18,4/18/19 20:32,0,149.151.74.162,United States,100,835,1,4/18/19 20:32,R_31QMa7WYjQ4MFEV,NA,4.09451E+16,"-742,530,975,341,796,000",anonymous,EN,6,A1ZYRMLQORD03Z,Helps determine what skills will be applied to job automation,MTurk,7.81113E+13,NA,10.47,10.47,15138,1,2,5,1,7,5,7,7,7,7,7,5,7,2,1,13,13,13,13,13,16,16,15,120,23,"To help understand how a person spends, can spend, and what influences such","Simply put, I very much like the Vashla bike that was shown",It did not entirely make sense. I don't necessarily know what it's for,"Yes, it did make sense and I would very much like to purchase a bike like what was shown",I understand the feedback was not true,R_31QMa7WYjQ4MFEV,-5,4,NA
532,4/18/19 20:15,4/18/19 20:33,0,174.103.136.54,India,100,1068,1,4/18/19 20:33,R_3078TtwkveG9nq1,NA,3.97398E+15,"-84,395,599,365,234,300",anonymous,EN,6,A2C56U83WPR0EH,It predicts the probability of a job being replaced by automation by the year 2022.,Cleaning Technician,1.46711E+19,Physical abilities such as bending and lifting and constant walking,0,0,15009,0,5,5,6,6,6,6,7,5,7,7,5,7,3,1,13,13,13,13,13,16,16,16,800,23,I am now lead to believe it was about the bicycle and trying to figure out a fair market value.,It was an unusual combination of studies.,It made a lot of sense. Cleaning is an extremely physical job and I do not see it being a position that can be easily replaced by automation.,"The information made sense and excited me, I would love a bicycle with self locking wheels and a gps!",I understand,R_3078TtwkveG9nq1,-5,3,NA
533,4/18/19 20:22,4/18/19 20:33,0,68.38.239.206,United States,100,679,1,4/18/19 20:33,R_xE2UXMsLglOVQKR,NA,4.00489E+17,"-8,614,990,234,375",anonymous,EN,6,A8DEX1RY8D5OH,You put in your job title and the skills involved and it make a prediction of how likely your job will be replaced by 2022,ct technologist,1.35781E+16,NA,0,0,15007,0,6,6,6,5,5,5,3,5,5,4,4,4,2,1,13,13,13,13,13,15,16,15,650,22,perceptions on products,no,"yes. i thought it sounded about right, my job needs humans rather than robots.","yes, the bike sounds pretty cool. a lot of technology infused in the bike.",i have understood,R_xE2UXMsLglOVQKR,-5,4,NA
534,4/18/19 20:27,4/18/19 20:33,0,65.31.180.86,United States,100,339,1,4/18/19 20:33,R_2uNCO0XkDghsg0A,NA,4.28895E+16,"-8,790,740,203,857,420,000",anonymous,EN,6,A3LL096CAY5WHB,It calculates the probability that a person's job will be automated,WireEDM Operator,161011,NA,0,0,15006,0,7,7,7,7,6,7,7,7,7,6,7,7,1,2,13,13,13,12,13,16,15,15,400,23,I'm not sure to be quite honest.,No,I think it's an interesting program and it made sense to me.,I enjoyed learning about the bike's amazing features and had no trouble understanding them.,I understand that the feedback I received about my job was not true.,R_2uNCO0XkDghsg0A,-5,1,NA
535,4/18/19 20:19,4/18/19 20:33,0,174.224.9.233,United States,100,875,1,4/18/19 20:33,R_3nCXYqJpOuRXvLW,NA,4.55472E+17,"-12,264,170,074,462,800,000",anonymous,EN,6,A1F1OZ54G177D8,It predicts automation of a persons job,Patient Account Representitive,78111621,NA,0,0,15006,0,2,2,2,4,3,4,2,6,6,6,5,4,3,3,11,11,10,11,11,14,15,14,780,21,How we see products and how AI is going to take our jobs,No,I think we are on the edge of a new age.,I liked it and it made sense,I understood that the feedback was not real,R_3nCXYqJpOuRXvLW,-5,7,NA
536,4/18/19 20:24,4/18/19 20:33,0,106.203.20.131,United States,100,532,1,4/18/19 20:33,R_1eRJFEXPMFQak8m,NA,1.193E+15,"79,829,986,572,265,600",anonymous,EN,6,A2XJH3WC02RMXQ,It will calculate individual's automation interest while assessing their habits.,Retail sales,8121721,NA,0,0,15006,0,6,5,5,6,5,6,2,7,7,7,6,7,3,1,13,13,13,13,13,16,16,16,800,24,How people think about cycle brand.,No,I don't know,"Basically I like Bicycles, so it is a interesting news for me.",Yes I understand.,R_1eRJFEXPMFQak8m,-5,7,NA
537,4/18/19 20:17,4/18/19 20:33,0,139.28.218.174,Canada,100,978,1,4/18/19 20:33,R_3PNqzdrHSlbQQte,NA,4.54994E+17,"-735,702,972,412,109,000",anonymous,EN,6,A1TQ9QP0VWGTXU,It calculates the probability that by 2022 someone will have their job automated using the best technologies that exist today.,Programmer,7.81113E+11,NA,0,0,15006,0,6,7,7,6,6,6,3,5,6,2,3,2,3,3,9,10,10,10,11,11,11,11,300,21,I think you are testing our attention mostly.,"I noticed that I was asked some questions about Vashla before any information was given so I said ""I don't know"".",It didn't give a lot of information but it seemed accurate. It made sense too.,It made sense. It was confusing being asked my opinion on it before telling me anything about it.,I understood that the feedback I received about my job was not true. I will not share any information about this survey.,R_3PNqzdrHSlbQQte,-2,3,NA
538,4/18/19 20:20,4/18/19 20:34,0,131.93.105.239,United States,100,853,1,4/18/19 20:34,R_2OJCQQAzCNlWoF9,NA,4.30321E+14,"-89,499,298,095,703,100",anonymous,EN,6,A2B2HQHFBYLTXU,It helps determine whether a person's position will become substantially automated by 2022.,Senior Accountant,9.10111E+12,NA,0,0,15007,0,6,6,6,6,6,5,5,5,6,6,4,5,3,3,12,11,12,11,11,14,14,14,500,23,How people of different demographics relate to their job security and consumption preferences.,Nothing seemed unusual to me outside of the initial two questions about the company of Vashla came from nowhere before seeing information. So I wasn't sure if there was somehow an error somewhere.,I think it seemed to take a lot of factors into play and it did make sense since my position does involve a lot of human judgement factors.,I thought it was an advanced bike and the information made sense to me.,I understand that I received feedback about my position that was not true.,R_2OJCQQAzCNlWoF9,-5,3,NA
539,4/18/19 20:19,4/18/19 20:34,0,73.90.206.198,United States,100,917,1,4/18/19 20:34,R_3qIMbtvo9yWxsaO,NA,3.67684E+16,"-1,197,593,994,140,620",anonymous,EN,6,A3TD0E0DHAWKSX,Evaluate the probability that a job will become automated by 2020.,teacher,9.10112E+14,NA,0,0,15008,0,7,7,7,6,3,6,3,6,6,7,7,4,3,3,13,13,13,13,13,14,15,14,400,26,My products preferences in relationship to my general perceptions.,no,I liked the concept.  I have been concerned about the job market for many people due to automation.,Yes except for the GPS.  It is hard to imagine loosing your direction on a bicycle.,I understand that in the study I received feedback that was not true.,R_3qIMbtvo9yWxsaO,-5,2,NA
540,4/18/19 20:29,4/18/19 20:35,0,71.238.24.186,India,100,357,1,4/18/19 20:35,R_3s1ArMho9Tw6l2G,NA,4.54805E+16,"-12,263,629,913,330,000,000",anonymous,EN,6,A3K2ZXAFZCHYZI,It calculates the probability that someones job will be automatized by 2022,Registered Nurse,1.47112E+14,NA,0,0,15024,0,7,7,7,6,5,7,6,7,7,6,6,6,1,2,12,12,13,12,12,15,13,13,2000,21,To see how I would view a company based on information that was given previously?,no,"It made sense to me but I thought it was highly inaccurate. It said 92% change for my job. I'm a registered nurse, I highly doubt that will be automatized anytime soon.",Yes. Made sense to me.,I understand that during this study I received feedback about my job that was not true.,R_3s1ArMho9Tw6l2G,-5,5,NA
541,4/18/19 20:21,4/18/19 20:35,0,49.204.143.38,United States,100,844,1,4/18/19 20:35,R_u9xJ9IxfLk0ePOF,NA,1.09925E+15,"76,961,395,263,671,800",anonymous,EN,6,A2XI3DX3IJ1TAV,"It collects basic data from a person ie, about his primary skill set and by 2022, will give a report/result about the status of the job being automated.",Financial Consultant,26,Financial Analyst in stock market,0,0,15007,0,7,6,6,7,6,7,1,6,7,6,7,7,3,3,12,13,13,13,12,15,16,15,150,23,No idea,Nothing,"Yes, But this is really threatening to the society.","Yes, the bicycle looks good and stylish","I dont think, it was false, automation as such is really not required for this world.",R_u9xJ9IxfLk0ePOF,-5,6,NA
542,4/18/19 20:22,4/18/19 20:37,0,"96,235,138,114",India,100,920,1,4/18/19 20:37,R_2QfT7eVsdYaJfMB,NA,4.01431E+16,"-747,032,012,939,453,000",anonymous,EN,6,A3APMO8WXVH1V0,Calculates the probability of an individual's job becoming substantially automated by the year 2022.,Cook,47111619,NA,0,0,15107,0,6,6,6,5,5,5,6,7,6,6,4,5,1,2,7,6,7,7,7,8,8,8,0,18,"Honestly I'm not really certain, but it must have to do with trying to ascertain a connection between peoples' feelings of job security during automation and their favorable opinions of technology?","*  I'd just like to add (because I'm not sure if there will be an additional comment box or not) -- I really am uncomfortable with all of this extraneous technology being released.  Sure it's under the guise of """"convenience"""" and """"helpfulness""""  - after all  who wouldn't want a bike that can tell you how many calories you're burning? - but I can't help but think that there's some sinister underlying motives here.  For example  the companies marketing these things are most certainly collecting and utilizing this data for something.  And they're getting it for free.  In fact the consumer is paying them for the opportunity to give them the data!  It's ridiculous  and I don't want any part in it.  I am tired of all the """"smart"""" shit being released today: lightbulbs  door locks  smoke alarms -- what happens when the internet goes down?  Or if someone hacks into your network?  People are putting too much trust into these things  and something disastrous will eventually happen.""","I'm wondering if the ""value"" of the algorithm was just a randomly generated number. it made sense, but its a bit difficult to believe because I have a job that isn't very complex yet it still stated that there's only an 8% probability that that job will be automated?  -- sounds a bit far-fetched to me.","yes it made sense, and it was disconcerting to me, and I wouldn't be willing to buy it at all.......",I understand that the feedback I received about my job was untrue.,R_2QfT7eVsdYaJfMB,-5,1,NA
543,4/18/19 20:32,4/18/19 20:37,0,157.46.7.242,India,100,283,1,4/18/19 20:37,R_3oTJEQ9aQnCy6fW,NA,1.09925E+15,"76,961,395,263,671,800",anonymous,EN,6,A3IN3Y80URNV4X,empolyment,system admin,1.12,NA,0,0,15007,0,7,7,7,7,7,7,7,7,7,7,7,7,1,2,13,13,13,13,13,16,16,16,500,26,good,"yes,good",good program,any one model,good,R_3oTJEQ9aQnCy6fW,-5,1,NA
544,4/18/19 20:18,4/18/19 20:38,0,"76,117,133,173",United States,100,1170,1,4/18/19 20:38,R_2zCGgwtmiTCAUFp,NA,4.07053E+17,"-7,408,660,125,732,420,000",anonymous,EN,6,A2L5I3PPIZUMO5,It calculates the probably of being able to do a person's job based on the most important skills.,Software Developer,678192122,NA,0,0,15.02,0,6,5,6,6,6,7,6,6,7,6,7,6,NA,1,13,13,13,13,13,16,16,16,350,21,This study was about cutting edge technology.,Nothing in particular.,"The feedback from the AUTOMATRIX seemed accurate, although the the results were generated too quickly to be probable.","I felt they were highly desirable features. By including a health sensor and GPS system on the handlebars, the need to attach a smartphone onto the bike to obtain the same features is removed.",I understand that during this study I received feedback about my job that was not true.,R_2zCGgwtmiTCAUFp,-5,8,NA
545,4/18/19 20:19,4/18/19 20:38,0,98.230.235.40,United States,100,1101,1,4/18/19 20:38,R_3QPOSzbV09heOkn,NA,3.27147E+17,"-7,995,259,857,177,730,000",anonymous,EN,6,A37WDOIQH6JM6V,"It determines, based on a person's job and the skills they feel they need for that job whether or not the job is likely to become automated at some point in the future.",bartender,1.47891E+16,NA,0,0,15009,0,6,5,5,6,6,5,2,5,6,3,3,3,3,3,11,11,11,11,11,14,14,14,499,23,"I'm not entirely sure.  Just in the interests of full disclosure.  I wasn't given anything to read about the  bicycle other than the information about the GPS, health, and security features.  I'm not sure if there's some flaw in your survey or if that was just part of the survey.","There seemed to be some missing information as I pointed out before.  Some of the questions were repeated quite a few times as well, but again maybe that's just a feature of your survey.","It made sense.  I feel that it might have been a little inaccurate.  I'm not sure there's anything special about my job that makes it safer than any other, but 8% is good news I guess.","Again, I wasn't given a lot of information about the bicycle.  There seemed to be a page missing.",I understand that I received feedback that was untrue.  I won't tell a soul.,R_3QPOSzbV09heOkn,-5,3,NA
546,4/18/19 20:26,4/18/19 20:38,0,69.119.61.42,India,100,725,1,4/18/19 20:38,R_3Jx6QZg7el9zGgt,NA,4.09451E+16,"-742,530,975,341,796,000",anonymous,EN,6,A1N6LTTAOUKSQX,It calculates whether certain jobs will become automated in the near future.,Hospitality,6.78111E+14,"Manual skills. Such as cleaning, stocking, etc",0,0,15.13,0,1,1,1,1,1,1,7,7,7,7,1,1,3,2,7,7,7,1,7,8,8,8,0,21,I think it may have been about measuring people's attitudes towards automation in the workplace and in the goods they may buy.,No particular observations to report.,"It made sense, however it seems like a leap that my job would be automated that soon. It is very scary to think about the consequences of automation in a world where the working man is already paid to little, the population is ever growing, and climate is becoming a huge question mark.","It made sense to me. Although, none of those advancements are necessary or useful and I assume they would be prohibitively expensive.",I have understood that during this study I received feedback about my job that was not true.,R_3Jx6QZg7el9zGgt,-5,5,NA
547,4/18/19 20:31,4/18/19 20:38,0,"98,250,238,150",India,100,419,1,4/18/19 20:38,R_1r2JgBYaDBSfL97,NA,4.22532E+16,"-8,438,770,294,189,450,000",anonymous,EN,6,A12723JDRPT207,Calculates the probability that ones job may be automated by 2022,Registered diagnostic medical sonographer,3.45911E+15,NA,0,0,15006,0,1,7,7,5,4,5,2,7,7,1,1,2,2,1,11,11,10,11,12,15,15,15,250,21,Unsure,No,Yes,Yes,I understand that during this study I received feedback about my job that was not true,R_1r2JgBYaDBSfL97,-5,8,NA
548,4/18/19 20:34,4/18/19 20:39,0,64.187.204.97,India,100,346,1,4/18/19 20:39,R_2w0TuNXKxufNX0c,NA,4.85561E+17,"-1,096,880,035,400,390,000",anonymous,EN,6,A2NP9KPWVV6OZY,It looks at jobs and then decides if they will become automated jobs in 2020,Administrative assistant,7.81012E+11,NA,0,0,15007,0,7,7,7,5,5,5,7,7,7,7,5,7,3,3,13,13,13,13,13,16,16,16,300,24,The willingness to buy this certain type of bicycle and too see if your job will become automated.,"No, but i really liked the bike idea.",Yes it did make sense. I wish it would have compared other jobs that will become automated though just to get an idea.,"Yes, and i really liked it.",I UNDERSTOOD.,R_2w0TuNXKxufNX0c,-5,3,NA
